日期,國家,城市,項目,次數,min,max,median,variance
2021-09-30,TW,Taichung,wind-gust,228,0.4,8.5,2.7,69.33
2021-03-11,TW,Taichung,wind-gust,146,0.7,11.5,7.4,75.05
2021-04-06,TW,Taichung,wind-gust,168,7.0,22.6,13.0,219.30
2021-04-17,TW,Taichung,wind-gust,168,4.8,22.1,13.0,238.02
2021-04-25,TW,Taichung,wind-gust,142,0.1,9.2,2.6,52.62
2021-08-17,TW,Taichung,wind-gust,288,0.5,10.0,3.5,85.09
2020-12-28,TW,Taichung,wind-gust,168,4.0,16.4,11.5,139.66
2021-04-15,TW,Taichung,wind-gust,168,0.5,17.0,10.6,188.42
2021-07-03,TW,Taichung,wind-gust,288,0.5,11.5,3.9,108.59
2021-01-23,TW,Taichung,wind-gust,168,6.6,20.4,9.6,92.27
2021-08-05,TW,Taichung,wind-gust,288,0.3,11.7,2.0,126.30
2021-08-26,TW,Taichung,wind-gust,288,0.6,11.3,4.0,92.32
2021-09-23,TW,Taichung,wind-gust,238,0.1,10.6,3.2,99.48
2021-05-17,TW,Taichung,wind-gust,288,0.5,12.4,4.8,116.44
2021-06-06,TW,Taichung,wind-gust,281,0.3,11.5,2.0,109.17
2021-07-06,TW,Taichung,wind-gust,288,0.6,15.0,3.4,193.59
2021-01-06,TW,Taichung,wind-gust,175,7.4,18.0,12.8,83.50
2021-01-17,TW,Taichung,wind-gust,447,13.3,31.9,19.5,256.20
2021-02-17,TW,Taichung,wind-gust,269,0.1,29.0,17.8,335.79
2021-07-27,TW,Taichung,wind-gust,228,1.0,11.2,5.4,72.20
2021-04-27,TW,Taichung,wind-gust,154,2.2,10.3,7.0,62.27
2021-06-18,TW,Taichung,wind-gust,288,1.8,13.6,6.1,88.37
2021-07-15,TW,Taichung,wind-gust,288,0.5,9.9,3.2,74.57
2021-08-23,TW,Taichung,wind-gust,288,0.6,11.8,3.4,98.36
2021-01-02,TW,Taichung,wind-gust,173,0.1,18.9,11.8,290.58
2021-01-15,TW,Taichung,wind-gust,240,1.7,10.9,3.5,95.54
2021-02-19,TW,Taichung,wind-gust,154,1.9,12.9,5.7,88.54
2021-04-03,TW,Taichung,wind-gust,220,1.2,12.6,7.4,63.37
2021-01-05,TW,Taichung,wind-gust,229,0.1,28.0,14.6,291.88
2021-01-07,TW,Taichung,wind-gust,317,0.1,29.6,17.4,333.06
2021-03-10,TW,Taichung,wind-gust,168,6.6,22.2,11.0,234.10
2021-03-25,TW,Taichung,wind-gust,267,6.6,20.6,13.3,193.86
2021-06-22,TW,Taichung,wind-gust,254,0.4,9.2,4.7,62.75
2021-06-25,TW,Taichung,wind-gust,281,0.2,8.2,2.7,54.58
2021-06-30,TW,Taichung,wind-gust,283,0.1,15.2,4.0,170.73
2021-09-08,TW,Taichung,wind-gust,263,0.1,11.3,3.6,104.96
2021-09-26,TW,Taichung,wind-gust,238,0.1,15.8,5.0,224.44
2021-03-17,TW,Taichung,wind-gust,156,0.1,14.9,9.9,145.10
2021-05-08,TW,Taichung,wind-gust,256,0.2,13.7,4.4,166.48
2021-08-25,TW,Taichung,wind-gust,288,0.2,10.2,3.2,88.31
2021-05-04,TW,Taichung,wind-gust,224,0.1,9.8,2.8,63.92
2021-06-17,TW,Taichung,wind-gust,288,1.2,14.7,6.3,100.65
2021-07-02,TW,Taichung,wind-gust,288,1.3,15.0,5.0,117.00
2021-08-13,TW,Taichung,wind-gust,288,0.6,14.7,4.8,144.06
2021-09-02,TW,Taichung,wind-gust,273,0.2,9.1,4.0,65.51
2021-01-28,TW,Taichung,wind-gust,238,3.8,25.4,14.9,303.90
2021-10-02,TW,Taichung,wind-gust,238,0.1,15.8,3.0,191.78
2020-12-30,TW,Taichung,wind-gust,332,0.1,35.5,21.6,476.46
2021-03-01,TW,Taichung,wind-gust,140,1.2,7.8,2.3,58.45
2021-05-18,TW,Taichung,wind-gust,253,0.1,11.5,3.4,124.62
2021-06-08,TW,Taichung,wind-gust,288,0.1,12.0,3.9,126.51
2021-07-31,TW,Taichung,wind-gust,295,0.5,15.9,6.9,134.56
2021-09-05,TW,Taichung,wind-gust,263,0.2,8.8,2.9,54.21
2021-02-12,TW,Taichung,wind-gust,154,0.4,18.3,14.4,237.07
2021-06-13,TW,Taichung,wind-gust,281,0.5,9.0,3.3,77.32
2021-08-31,TW,Taichung,wind-gust,226,0.8,12.3,4.7,106.27
2021-09-28,TW,Taichung,wind-gust,233,0.1,14.4,4.2,161.70
2021-01-12,TW,Taichung,wind-gust,303,9.6,22.8,17.1,115.26
2021-01-31,TW,Taichung,wind-gust,133,0.1,7.6,2.8,66.04
2021-02-04,TW,Taichung,wind-gust,168,0.4,15.6,5.2,230.90
2021-06-16,TW,Taichung,wind-gust,288,0.5,10.4,5.7,72.68
2021-07-30,TW,Taichung,wind-gust,288,0.5,12.7,6.2,128.93
2021-08-14,TW,Taichung,wind-gust,288,0.3,12.3,5.1,124.16
2021-03-26,TW,Taichung,wind-gust,229,0.1,11.1,5.4,133.66
2021-06-20,TW,Taichung,wind-gust,288,1.3,12.6,4.5,78.17
2021-08-03,TW,Taichung,wind-gust,288,0.2,7.9,2.0,62.05
2021-08-04,TW,Taichung,wind-gust,295,0.3,14.6,3.0,158.76
2021-08-18,TW,Taichung,wind-gust,288,0.9,6.9,2.9,25.33
2021-02-15,TW,Taichung,wind-gust,161,0.2,20.6,7.1,348.66
2021-03-16,TW,Taichung,wind-gust,133,0.2,10.6,6.3,116.60
2021-09-10,TW,Taichung,wind-gust,273,0.1,10.0,2.3,87.58
2021-02-05,TW,Taichung,wind-gust,140,0.2,8.6,2.7,81.79
2021-03-20,TW,Taichung,wind-gust,147,0.4,11.7,5.8,114.65
2021-03-27,TW,Taichung,wind-gust,200,0.3,7.1,3.2,48.42
2021-04-14,TW,Taichung,wind-gust,168,7.8,19.6,12.8,104.79
2021-05-06,TW,Taichung,wind-gust,267,0.3,11.3,4.7,130.34
2021-01-20,TW,Taichung,wind-gust,173,0.1,12.7,3.0,203.08
2021-01-24,TW,Taichung,wind-gust,169,0.1,22.6,10.7,271.32
2021-06-28,TW,Taichung,wind-gust,288,0.5,12.5,5.0,78.20
2021-09-09,TW,Taichung,wind-gust,249,0.1,8.7,4.1,49.25
2021-01-27,TW,Taichung,wind-gust,168,7.9,19.7,15.5,118.60
2021-08-19,TW,Taichung,wind-gust,204,0.5,8.3,2.6,39.88
2021-09-07,TW,Taichung,wind-gust,273,0.1,10.7,3.4,100.14
2021-02-10,TW,Taichung,wind-gust,161,0.9,9.7,6.1,95.04
2021-03-18,TW,Taichung,wind-gust,168,0.5,14.4,9.6,94.00
2021-03-19,TW,Taichung,wind-gust,152,0.1,9.3,4.8,65.48
2021-07-04,TW,Taichung,wind-gust,288,0.5,11.4,2.7,91.76
2021-07-19,TW,Taichung,wind-gust,281,0.3,10.2,2.5,101.39
2021-01-13,TW,Taichung,wind-gust,240,1.9,10.1,5.9,69.63
2021-02-26,TW,Taichung,wind-gust,159,0.1,14.1,9.7,209.49
2021-03-05,TW,Taichung,wind-gust,173,0.1,10.5,4.8,92.49
2021-04-13,TW,Taichung,wind-gust,119,1.5,12.8,9.5,106.67
2021-05-10,TW,Taichung,wind-gust,256,0.5,10.5,4.7,78.40
2021-08-27,TW,Taichung,wind-gust,288,0.4,11.0,3.0,106.39
2021-01-08,TW,Taichung,wind-gust,385,0.1,31.0,17.7,337.20
2021-01-18,TW,Taichung,wind-gust,182,0.1,21.0,12.5,262.33
2021-02-13,TW,Taichung,wind-gust,168,0.1,19.2,12.6,291.73
2021-02-21,TW,Taichung,wind-gust,154,1.0,11.5,3.9,69.53
2021-03-09,TW,Taichung,wind-gust,168,6.6,19.9,12.1,143.85
2021-03-23,TW,Taichung,wind-gust,220,0.4,8.4,4.0,78.78
2021-02-02,TW,Taichung,wind-gust,170,0.2,23.8,12.7,579.70
2021-07-01,TW,Taichung,wind-gust,252,0.9,13.5,5.3,129.23
2021-08-06,TW,Taichung,wind-gust,309,0.8,16.9,6.6,227.44
2021-08-21,TW,Taichung,wind-gust,288,0.3,9.6,2.5,74.93
2021-09-15,TW,Taichung,wind-gust,263,0.1,10.0,3.6,68.85
2021-03-12,TW,Taichung,wind-gust,140,0.2,17.0,8.3,276.55
2021-05-14,TW,Taichung,wind-gust,278,0.2,12.5,3.5,112.45
2021-05-26,TW,Taichung,wind-gust,156,0.3,10.5,5.3,105.30
2021-05-31,TW,Taichung,wind-gust,253,0.4,9.7,1.9,49.33
2021-09-29,TW,Taichung,wind-gust,233,0.1,12.2,3.0,123.46
2021-03-07,TW,Taichung,wind-gust,168,5.9,22.0,17.0,143.55
2021-03-08,TW,Taichung,wind-gust,168,11.0,19.5,14.7,45.98
2021-05-25,TW,Taichung,wind-gust,168,0.5,14.2,5.7,192.07
2021-03-24,TW,Taichung,wind-gust,239,0.1,12.2,5.8,110.67
2021-05-24,TW,Taichung,wind-gust,243,0.4,13.6,4.5,148.89
2021-09-04,TW,Taichung,wind-gust,263,0.1,12.8,3.4,118.65
2021-06-07,TW,Taichung,wind-gust,274,0.2,9.4,1.3,53.73
2021-07-08,TW,Taichung,wind-gust,225,0.1,11.3,3.3,109.81
2021-07-11,TW,Taichung,wind-gust,281,0.1,11.4,2.8,110.72
2021-07-20,TW,Taichung,wind-gust,283,0.4,15.8,3.7,199.09
2021-07-29,TW,Taichung,wind-gust,288,0.4,13.7,5.2,158.74
2021-08-30,TW,Taichung,wind-gust,288,0.3,8.7,3.3,46.66
2021-02-08,TW,Taichung,wind-gust,126,0.1,24.2,13.5,546.43
2021-02-23,TW,Taichung,wind-gust,168,0.9,26.9,10.5,504.61
2021-09-22,TW,Taichung,wind-gust,243,0.2,11.4,4.1,102.58
2021-01-26,TW,Taichung,wind-gust,154,1.0,13.8,8.5,145.98
2021-03-22,TW,Taichung,wind-gust,303,11.1,24.0,17.2,130.61
2021-04-09,TW,Taichung,wind-gust,189,12.0,24.5,16.6,92.61
2021-04-26,TW,Taichung,wind-gust,154,0.2,11.8,4.1,127.57
2021-05-02,TW,Taichung,wind-gust,221,0.1,13.8,5.0,201.03
2021-05-03,TW,Taichung,wind-gust,269,0.4,9.1,3.0,60.88
2021-07-09,TW,Taichung,wind-gust,288,0.3,10.6,3.3,88.78
2021-02-07,TW,Taichung,wind-gust,154,0.7,12.1,8.0,67.40
2021-02-27,TW,Taichung,wind-gust,161,10.3,18.1,14.0,50.44
2021-04-22,TW,Taichung,wind-gust,140,0.2,11.0,6.9,105.28
2021-05-27,TW,Taichung,wind-gust,174,0.3,14.0,5.4,145.33
2021-08-16,TW,Taichung,wind-gust,283,0.5,9.7,3.3,76.82
2021-01-03,TW,Taichung,wind-gust,168,2.0,21.4,10.7,404.95
2021-01-25,TW,Taichung,wind-gust,168,1.5,16.4,11.4,157.41
2021-04-30,TW,Taichung,wind-gust,119,1.4,7.9,5.4,54.29
2021-06-21,TW,Taichung,wind-gust,288,0.7,9.6,3.9,51.86
2021-07-05,TW,Taichung,wind-gust,281,0.3,12.2,4.2,131.31
2021-08-10,TW,Taichung,wind-gust,211,0.2,14.7,3.3,175.08
2021-10-01,TW,Taichung,wind-gust,248,0.1,10.3,2.9,87.22
2021-01-29,TW,Taichung,wind-gust,175,2.0,20.9,15.9,284.68
2021-07-12,TW,Taichung,wind-gust,267,0.1,9.9,2.3,90.86
2021-03-06,TW,Taichung,wind-gust,168,1.0,17.6,8.9,158.63
2021-04-11,TW,Taichung,wind-gust,140,0.4,11.2,6.7,123.45
2021-06-05,TW,Taichung,wind-gust,258,0.8,12.0,3.9,104.35
2021-08-12,TW,Taichung,wind-gust,288,0.1,10.4,3.5,96.10
2020-12-29,TW,Taichung,wind-gust,168,2.0,15.6,9.1,113.14
2021-02-28,TW,Taichung,wind-gust,168,0.1,14.4,9.0,142.21
2021-05-28,TW,Taichung,wind-gust,282,0.9,14.9,5.3,177.08
2021-08-02,TW,Taichung,wind-gust,288,0.2,10.0,2.1,57.14
2021-02-09,TW,Taichung,wind-gust,168,2.4,20.2,10.4,245.94
2021-02-25,TW,Taichung,wind-gust,168,0.6,9.2,4.8,47.58
2021-05-12,TW,Taichung,wind-gust,283,0.1,12.5,4.2,114.37
2021-07-13,TW,Taichung,wind-gust,281,0.2,10.3,3.0,89.50
2021-01-19,TW,Taichung,wind-gust,169,0.1,9.5,2.9,92.74
2021-04-01,TW,Taichung,wind-gust,200,0.4,8.4,3.6,73.52
2021-05-19,TW,Taichung,wind-gust,288,0.4,15.8,4.1,154.48
2021-08-07,TW,Taichung,wind-gust,323,0.6,17.4,6.6,334.04
2021-09-17,TW,Taichung,wind-gust,228,0.1,9.4,3.4,81.08
2021-01-14,TW,Taichung,wind-gust,231,0.6,9.7,4.1,74.94
2021-02-22,TW,Taichung,wind-gust,168,1.7,8.6,5.3,29.23
2021-03-21,TW,Taichung,wind-gust,270,7.5,30.9,17.4,362.14
2021-04-04,TW,Taichung,wind-gust,168,4.9,20.6,14.7,255.97
2021-09-14,TW,Taichung,wind-gust,233,0.1,10.2,4.6,73.02
2021-03-30,TW,Taichung,wind-gust,230,0.2,9.0,5.0,50.41
2021-08-29,TW,Taichung,wind-gust,288,0.5,10.0,3.3,71.05
2021-09-01,TW,Taichung,wind-gust,243,0.4,10.4,3.2,73.47
2021-09-16,TW,Taichung,wind-gust,253,0.1,10.0,3.4,56.81
2021-08-28,TW,Taichung,wind-gust,288,0.3,10.4,2.5,78.10
2021-03-17,TW,Taichung,dew,133,16.7,18.6,18.0,4.06
2021-04-12,TW,Taichung,dew,112,18.0,20.0,18.5,2.99
2021-06-28,TW,Taichung,dew,84,24.0,25.0,24.5,1.92
2021-08-22,TW,Taichung,dew,140,23.0,25.5,24.5,4.26
2021-01-15,TW,Taichung,dew,198,4.5,13.0,11.0,65.60
2021-02-15,TW,Taichung,dew,140,12.5,16.0,14.0,11.95
2021-04-04,TW,Taichung,dew,140,12.0,21.0,17.5,89.71
2021-06-18,TW,Taichung,dew,112,23.0,25.0,24.0,3.47
2021-01-22,TW,Taichung,dew,119,16.5,19.0,17.3,7.37
2021-01-24,TW,Taichung,dew,154,12.0,15.0,13.0,10.44
2021-02-14,TW,Taichung,dew,126,15.0,17.0,15.6,4.15
2021-03-23,TW,Taichung,dew,171,9.0,16.0,13.6,43.23
2021-08-26,TW,Taichung,dew,126,22.0,26.0,24.0,10.03
2021-04-22,TW,Taichung,dew,140,20.0,22.0,21.6,2.83
2021-05-14,TW,Taichung,dew,133,22.5,24.0,23.5,2.39
2021-05-22,TW,Taichung,dew,147,22.0,25.0,24.0,10.42
2021-09-09,TW,Taichung,dew,140,24.0,26.0,25.0,3.49
2021-09-23,TW,Taichung,dew,133,22.0,25.5,24.0,12.88
2021-02-01,TW,Taichung,dew,168,8.0,12.6,10.0,20.88
2021-02-20,TW,Taichung,dew,119,7.0,10.5,9.0,6.75
2021-03-05,TW,Taichung,dew,119,16.0,19.0,17.0,5.66
2021-03-24,TW,Taichung,dew,216,8.0,17.0,15.5,58.43
2021-09-06,TW,Taichung,dew,161,22.0,24.6,23.5,3.70
2021-01-10,TW,Taichung,dew,157,1.0,7.0,5.5,51.21
2021-02-26,TW,Taichung,dew,119,15.5,17.0,16.5,2.34
2021-03-12,TW,Taichung,dew,133,15.0,18.0,16.6,6.76
2021-06-16,TW,Taichung,dew,126,24.0,26.0,25.0,3.30
2021-07-20,TW,Taichung,dew,168,22.5,26.5,25.0,13.41
2021-04-13,TW,Taichung,dew,147,18.0,21.0,19.5,7.43
2021-05-06,TW,Taichung,dew,98,18.0,22.0,21.0,15.88
2021-06-21,TW,Taichung,dew,112,23.8,25.0,24.0,1.59
2021-08-17,TW,Taichung,dew,119,23.0,25.0,24.5,3.25
2021-01-07,TW,Taichung,dew,147,5.5,13.0,10.0,55.82
2021-02-07,TW,Taichung,dew,154,12.5,16.2,15.0,7.91
2021-04-27,TW,Taichung,dew,98,19.0,21.0,20.0,4.19
2021-07-16,TW,Taichung,dew,91,22.5,25.5,24.5,10.35
2021-04-16,TW,Taichung,dew,126,17.0,19.5,18.0,7.32
2021-01-18,TW,Taichung,dew,120,6.0,9.0,7.5,5.61
2021-01-31,TW,Taichung,dew,168,9.5,14.0,11.5,13.97
2021-02-08,TW,Taichung,dew,161,12.0,17.0,14.0,19.79
2021-02-16,TW,Taichung,dew,133,13.0,15.7,15.0,5.34
2021-02-18,TW,Taichung,dew,168,0.0,7.0,4.0,18.65
2021-02-22,TW,Taichung,dew,155,5.0,13.0,10.5,75.04
2021-02-23,TW,Taichung,dew,154,12.0,17.0,14.5,23.78
2021-04-24,TW,Taichung,dew,140,18.0,21.0,20.0,10.90
2021-08-04,TW,Taichung,dew,112,24.0,26.3,24.0,5.29
2021-08-08,TW,Taichung,dew,126,24.0,27.0,25.2,7.70
2021-08-27,TW,Taichung,dew,112,24.0,25.0,24.5,1.85
2021-02-19,TW,Taichung,dew,154,-2.0,9.5,7.5,159.55
2021-05-20,TW,Taichung,dew,140,21.0,24.0,22.0,7.42
2021-05-30,TW,Taichung,dew,105,22.6,24.0,23.5,2.58
2021-08-29,TW,Taichung,dew,126,24.0,26.0,25.0,5.55
2021-09-11,TW,Taichung,dew,147,24.0,26.0,25.0,3.26
2021-05-19,TW,Taichung,dew,126,22.5,25.0,24.0,6.01
2021-06-03,TW,Taichung,dew,126,22.0,26.0,24.0,13.50
2021-06-07,TW,Taichung,dew,154,22.0,24.0,23.0,4.64
2021-07-14,TW,Taichung,dew,119,23.0,25.5,24.5,5.04
2021-06-04,TW,Taichung,dew,105,24.0,26.0,25.0,4.39
2021-06-05,TW,Taichung,dew,119,23.0,25.0,24.0,4.75
2021-06-17,TW,Taichung,dew,98,23.0,25.0,24.0,5.99
2021-08-24,TW,Taichung,dew,140,23.0,25.5,24.0,4.65
2021-01-04,TW,Taichung,dew,119,14.0,16.0,15.0,4.48
2021-02-13,TW,Taichung,dew,140,15.0,18.0,17.0,5.48
2021-03-02,TW,Taichung,dew,126,11.0,18.0,12.0,63.60
2021-04-06,TW,Taichung,dew,154,9.0,15.5,12.5,39.74
2021-07-30,TW,Taichung,dew,91,23.0,26.0,25.0,10.83
2021-09-18,TW,Taichung,dew,84,23.5,25.6,24.5,3.89
2021-01-02,TW,Taichung,dew,119,8.0,10.0,9.0,4.41
2021-03-27,TW,Taichung,dew,216,16.0,19.0,17.5,10.10
2021-04-18,TW,Taichung,dew,147,11.0,16.5,13.0,24.12
2021-04-23,TW,Taichung,dew,126,19.0,22.0,21.0,9.61
2021-07-06,TW,Taichung,dew,161,24.0,26.0,25.0,2.61
2021-07-19,TW,Taichung,dew,112,23.0,26.0,24.0,6.49
2021-01-21,TW,Taichung,dew,126,14.0,17.0,15.6,7.32
2021-04-05,TW,Taichung,dew,161,5.0,12.5,10.0,33.61
2021-05-26,TW,Taichung,dew,100,22.0,24.5,23.0,4.57
2021-06-27,TW,Taichung,dew,98,23.0,25.7,24.0,7.59
2021-08-28,TW,Taichung,dew,91,23.5,26.0,24.5,5.89
2021-09-29,TW,Taichung,dew,77,21.0,23.0,22.0,4.31
2021-07-28,TW,Taichung,dew,119,24.5,27.0,25.5,6.56
2021-08-30,TW,Taichung,dew,168,23.0,25.6,24.5,5.26
2021-02-03,TW,Taichung,dew,105,10.0,13.0,12.0,12.38
2021-06-15,TW,Taichung,dew,105,24.0,25.0,24.5,1.84
2021-06-19,TW,Taichung,dew,126,23.0,26.3,25.0,10.90
2021-01-13,TW,Taichung,dew,171,2.0,8.0,6.5,41.15
2021-09-08,TW,Taichung,dew,161,24.0,26.0,25.5,4.23
2021-02-09,TW,Taichung,dew,105,11.0,14.0,13.0,6.28
2021-03-25,TW,Taichung,dew,207,7.5,15.0,13.0,78.77
2021-05-03,TW,Taichung,dew,112,19.0,22.0,21.0,5.80
2021-08-12,TW,Taichung,dew,147,23.0,26.0,24.5,5.42
2021-08-18,TW,Taichung,dew,161,23.7,25.3,24.5,2.29
2020-12-28,TW,Taichung,dew,154,12.0,17.5,16.0,15.74
2021-02-12,TW,Taichung,dew,105,15.0,17.0,16.0,3.83
2021-08-06,TW,Taichung,dew,154,23.0,25.0,24.0,3.03
2021-01-09,TW,Taichung,dew,128,0.0,2.0,1.0,4.24
2021-05-07,TW,Taichung,dew,147,20.0,22.5,21.5,5.25
2021-09-01,TW,Taichung,dew,147,24.0,25.3,24.5,2.21
2021-01-19,TW,Taichung,dew,133,8.0,11.0,10.0,7.77
2021-01-23,TW,Taichung,dew,126,16.0,19.0,17.0,6.81
2021-01-25,TW,Taichung,dew,140,12.0,14.5,13.5,5.60
2021-03-19,TW,Taichung,dew,133,17.0,19.2,18.0,5.92
2021-07-21,TW,Taichung,dew,112,22.5,25.0,24.0,4.45
2021-08-21,TW,Taichung,dew,140,24.0,27.0,25.0,8.96
2021-09-22,TW,Taichung,dew,119,22.0,25.0,23.5,5.48
2021-07-02,TW,Taichung,dew,98,23.0,25.5,24.0,5.31
2021-07-09,TW,Taichung,dew,133,24.0,26.0,25.0,3.01
2021-09-20,TW,Taichung,dew,147,22.0,26.0,24.5,15.49
2021-09-25,TW,Taichung,dew,154,21.0,25.0,23.5,13.61
2021-01-26,TW,Taichung,dew,161,11.2,16.0,14.3,21.64
2021-03-29,TW,Taichung,dew,207,20.0,22.0,21.0,3.26
2021-03-30,TW,Taichung,dew,180,20.0,22.0,22.0,3.39
2021-06-20,TW,Taichung,dew,105,24.0,26.6,25.0,5.87
2021-01-03,TW,Taichung,dew,154,7.5,15.0,12.0,62.52
2021-02-02,TW,Taichung,dew,168,6.5,14.0,11.0,53.37
2021-04-21,TW,Taichung,dew,140,17.0,21.0,19.0,11.70
2021-05-13,TW,Taichung,dew,161,21.0,24.0,23.0,7.21
2021-06-26,TW,Taichung,dew,161,23.0,25.3,24.0,3.41
2021-09-12,TW,Taichung,dew,147,23.6,26.0,25.0,7.78
2021-01-06,TW,Taichung,dew,77,11.0,13.0,12.0,6.49
2021-02-27,TW,Taichung,dew,119,14.0,16.0,14.5,3.22
2021-07-29,TW,Taichung,dew,147,24.0,26.0,25.0,5.02
2021-08-01,TW,Taichung,dew,140,23.0,25.0,24.0,2.16
2021-08-02,TW,Taichung,dew,91,23.0,24.5,24.0,2.60
2021-08-19,TW,Taichung,dew,168,23.0,27.5,23.5,26.34
2021-03-22,TW,Taichung,dew,207,9.0,11.0,10.0,3.63
2021-05-18,TW,Taichung,dew,147,23.0,25.0,24.0,4.19
2021-05-27,TW,Taichung,dew,125,21.5,24.0,23.5,6.26
2021-07-10,TW,Taichung,dew,112,23.5,26.0,25.0,5.68
2021-08-05,TW,Taichung,dew,84,24.0,25.2,24.7,1.88
2021-08-10,TW,Taichung,dew,147,23.0,27.0,24.0,10.42
2021-10-02,TW,Taichung,dew,154,22.0,25.0,23.0,6.35
2021-03-14,TW,Taichung,dew,119,13.0,16.0,14.0,8.27
2021-04-11,TW,Taichung,dew,161,15.5,20.0,18.5,19.70
2021-05-16,TW,Taichung,dew,133,21.5,24.0,23.0,7.81
2021-05-21,TW,Taichung,dew,119,21.0,24.0,23.0,7.10
2021-06-02,TW,Taichung,dew,133,23.0,26.0,24.0,6.15
2021-08-14,TW,Taichung,dew,154,22.0,26.0,24.0,7.64
2021-03-03,TW,Taichung,dew,126,11.0,16.0,12.0,25.55
2021-04-08,TW,Taichung,dew,147,14.0,19.0,16.5,25.07
2021-04-09,TW,Taichung,dew,98,13.0,14.0,13.0,1.93
2021-05-11,TW,Taichung,dew,133,21.0,25.0,22.0,14.32
2021-05-24,TW,Taichung,dew,124,23.0,25.0,24.0,4.34
2021-06-25,TW,Taichung,dew,70,22.0,25.0,24.0,5.68
2021-09-05,TW,Taichung,dew,98,23.0,25.5,24.0,5.57
2021-01-17,TW,Taichung,dew,108,7.0,10.0,8.0,11.55
2021-02-28,TW,Taichung,dew,140,14.0,17.0,15.0,6.02
2021-04-15,TW,Taichung,dew,91,15.5,19.0,18.0,9.48
2021-09-28,TW,Taichung,dew,126,21.0,24.0,23.0,9.56
2021-01-20,TW,Taichung,dew,126,9.0,16.0,14.0,81.59
2021-03-16,TW,Taichung,dew,112,14.0,16.0,15.5,4.57
2021-08-09,TW,Taichung,dew,147,24.0,25.0,24.3,1.53
2021-09-16,TW,Taichung,dew,161,23.0,26.0,24.0,7.74
2021-01-14,TW,Taichung,dew,207,4.5,9.5,7.5,18.71
2021-04-02,TW,Taichung,dew,162,20.0,22.0,21.5,2.88
2021-08-11,TW,Taichung,dew,150,23.0,25.5,25.0,6.29
2021-09-15,TW,Taichung,dew,126,23.0,26.0,24.0,7.79
2021-09-26,TW,Taichung,dew,133,20.0,24.0,23.0,9.63
2021-01-05,TW,Taichung,dew,91,12.0,15.0,14.0,12.38
2021-08-13,TW,Taichung,dew,140,23.0,25.5,24.0,3.94
2021-08-16,TW,Taichung,dew,154,23.5,25.0,24.5,2.81
2021-09-10,TW,Taichung,dew,84,23.5,25.5,25.0,3.58
2021-02-25,TW,Taichung,dew,147,16.0,18.0,17.0,4.15
2021-04-17,TW,Taichung,dew,119,13.0,18.8,14.5,41.10
2021-05-17,TW,Taichung,dew,112,20.0,23.5,22.0,9.93
2021-06-06,TW,Taichung,dew,98,22.0,25.0,24.0,13.16
2021-06-09,TW,Taichung,dew,147,22.0,25.0,23.5,5.99
2021-08-23,TW,Taichung,dew,140,22.0,26.0,24.0,11.64
2021-01-16,TW,Taichung,dew,207,8.0,14.0,11.0,33.02
2021-02-04,TW,Taichung,dew,161,10.0,14.0,13.0,15.00
2021-04-01,TW,Taichung,dew,180,20.5,23.0,21.5,4.40
2021-07-18,TW,Taichung,dew,147,23.0,25.0,24.0,3.75
2021-06-08,TW,Taichung,dew,147,22.0,24.0,23.0,3.23
2021-10-01,TW,Taichung,dew,126,22.5,25.0,23.5,3.33
2021-04-25,TW,Taichung,dew,161,18.5,21.0,19.5,4.25
2021-05-05,TW,Taichung,dew,119,17.0,24.0,22.0,59.11
2021-07-22,TW,Taichung,dew,161,24.0,27.0,25.6,5.45
2021-08-25,TW,Taichung,dew,147,22.0,25.0,24.0,8.98
2021-02-05,TW,Taichung,dew,168,11.3,14.5,13.5,6.53
2021-02-24,TW,Taichung,dew,119,16.0,17.0,16.0,1.76
2021-01-12,TW,Taichung,dew,207,3.0,6.5,4.0,7.39
2021-02-11,TW,Taichung,dew,147,14.0,17.0,16.0,8.01
2021-04-30,TW,Taichung,dew,147,16.0,21.0,18.5,28.40
2021-07-13,TW,Taichung,dew,161,22.0,26.5,25.0,18.10
2021-07-17,TW,Taichung,dew,126,23.0,25.0,24.0,5.29
2021-09-03,TW,Taichung,dew,126,23.0,24.6,24.0,2.94
2021-05-04,TW,Taichung,dew,154,20.6,23.0,22.0,6.46
2021-08-07,TW,Taichung,dew,140,24.0,25.5,24.2,2.44
2021-09-30,TW,Taichung,dew,112,23.0,25.0,24.0,2.44
2021-09-17,TW,Taichung,dew,161,22.0,25.0,24.0,6.56
2021-01-30,TW,Taichung,dew,147,8.0,13.0,11.0,31.38
2021-03-11,TW,Taichung,dew,77,15.5,17.3,16.0,2.51
2021-03-20,TW,Taichung,dew,140,17.0,19.5,18.6,5.97
2021-04-14,TW,Taichung,dew,147,15.0,19.0,18.0,18.37
2021-06-11,TW,Taichung,dew,112,22.0,25.0,23.0,6.01
2021-06-13,TW,Taichung,dew,98,23.0,26.0,25.0,6.92
2021-06-24,TW,Taichung,dew,119,22.5,24.5,23.5,3.72
2020-12-31,TW,Taichung,dew,161,-1.0,4.0,2.0,32.91
2021-01-08,TW,Taichung,dew,146,1.0,5.0,3.5,17.88
2021-03-26,TW,Taichung,dew,171,15.5,18.5,17.0,7.63
2021-03-28,TW,Taichung,dew,180,18.5,21.6,19.5,11.27
