日期,國家,城市,項目,次數,min,max,median,variance
2021-09-23,TW,Taipei,humidity,694,39.0,100.0,68.0,1805.90
2020-12-28,TW,Taipei,humidity,701,61.0,100.0,82.0,1292.62
2021-04-11,TW,Taipei,humidity,728,45.0,100.0,80.0,2119.95
2021-01-03,TW,Taipei,humidity,623,46.0,100.0,83.0,1747.52
2021-08-21,TW,Taipei,humidity,717,49.0,100.0,81.0,1162.85
2021-10-03,TW,Taipei,humidity,434,30.0,93.0,63.0,1719.42
2021-01-18,TW,Taipei,humidity,715,45.0,100.0,67.0,1005.86
2021-01-30,TW,Taipei,humidity,627,32.0,99.0,63.0,1398.46
2021-03-13,TW,Taipei,humidity,714,46.0,100.0,69.0,906.73
2020-12-29,TW,Taipei,humidity,672,51.0,100.0,87.0,1195.38
2021-01-07,TW,Taipei,humidity,712,66.0,100.0,95.0,571.29
2021-01-21,TW,Taipei,humidity,698,27.0,100.0,73.0,2058.02
2021-07-12,TW,Taipei,humidity,726,47.0,100.0,79.0,1160.35
2021-01-02,TW,Taipei,humidity,706,61.0,100.0,79.0,1032.71
2021-05-16,TW,Taipei,humidity,690,38.0,100.0,76.0,2038.24
2021-07-13,TW,Taipei,humidity,723,46.0,100.0,78.0,1536.17
2021-09-18,TW,Taipei,humidity,675,45.0,100.0,78.0,1426.69
2021-01-23,TW,Taipei,humidity,721,61.0,100.0,92.0,625.58
2021-02-01,TW,Taipei,humidity,693,35.0,100.0,70.0,2796.78
2021-05-31,TW,Taipei,humidity,724,71.0,100.0,97.5,259.00
2021-06-12,TW,Taipei,humidity,734,43.0,100.0,78.5,1487.94
2021-02-06,TW,Taipei,humidity,734,39.0,100.0,82.0,2092.50
2021-02-26,TW,Taipei,humidity,720,54.0,100.0,87.0,769.42
2021-05-09,TW,Taipei,humidity,710,45.0,100.0,84.0,1407.95
2021-08-05,TW,Taipei,humidity,724,57.0,100.0,89.0,971.32
2021-01-08,TW,Taipei,humidity,734,47.0,100.0,88.0,1543.77
2021-03-17,TW,Taipei,humidity,676,59.0,100.0,88.0,779.75
2021-05-18,TW,Taipei,humidity,680,49.0,100.0,81.0,978.09
2021-06-15,TW,Taipei,humidity,724,49.0,100.0,68.0,1045.21
2021-06-06,TW,Taipei,humidity,725,83.0,100.0,96.0,148.73
2021-07-20,TW,Taipei,humidity,733,39.0,100.0,77.0,1617.05
2021-01-04,TW,Taipei,humidity,618,63.0,100.0,98.0,388.22
2021-01-11,TW,Taipei,humidity,730,56.0,100.0,95.0,432.17
2021-02-28,TW,Taipei,humidity,730,63.0,100.0,88.0,549.33
2021-03-20,TW,Taipei,humidity,726,49.0,100.0,85.0,1351.06
2021-06-01,TW,Taipei,humidity,702,55.0,100.0,94.0,1374.60
2021-07-05,TW,Taipei,humidity,733,42.0,99.0,66.0,1192.91
2021-07-23,TW,Taipei,humidity,731,69.0,100.0,91.0,576.86
2021-09-05,TW,Taipei,humidity,703,44.5,100.0,71.0,1878.67
2021-02-03,TW,Taipei,humidity,738,37.0,100.0,61.5,1189.24
2021-04-01,TW,Taipei,humidity,731,54.0,100.0,88.0,1082.62
2021-04-12,TW,Taipei,humidity,730,41.0,100.0,81.0,2293.36
2021-05-27,TW,Taipei,humidity,508,29.0,100.0,66.0,2304.32
2021-09-16,TW,Taipei,humidity,700,47.0,100.0,75.0,1477.42
2021-05-07,TW,Taipei,humidity,726,47.0,100.0,79.0,1906.03
2021-05-13,TW,Taipei,humidity,728,45.0,100.0,75.0,1673.61
2021-07-09,TW,Taipei,humidity,732,33.0,100.0,72.0,2032.68
2021-01-13,TW,Taipei,so2,693,0.2,24.5,2.5,36.32
2021-03-14,TW,Taipei,so2,677,0.2,8.6,2.0,14.67
2021-06-11,TW,Taipei,so2,680,0.5,23.0,2.9,40.37
2021-08-28,TW,Taipei,so2,683,0.2,34.5,1.3,39.81
2021-04-29,TW,Taipei,so2,665,0.2,25.8,2.2,55.03
2021-05-01,TW,Taipei,so2,700,0.2,27.5,3.3,62.93
2021-08-16,TW,Taipei,so2,701,0.2,9.9,2.0,20.55
2021-09-23,TW,Taipei,so2,663,0.2,13.3,1.5,17.93
2021-01-17,TW,Taipei,so2,603,0.6,6.8,1.9,8.13
2021-04-05,TW,Taipei,so2,673,0.2,13.0,2.2,14.09
2021-05-08,TW,Taipei,so2,684,0.5,35.6,2.3,43.67
2021-05-15,TW,Taipei,so2,701,0.3,17.3,3.2,38.54
2021-05-27,TW,Taipei,so2,464,0.8,10.2,3.3,18.37
2021-06-30,TW,Taipei,so2,693,0.5,14.3,2.9,26.72
2021-08-21,TW,Taipei,so2,719,0.2,11.8,1.9,18.27
2021-02-23,TW,Taipei,so2,667,0.3,8.0,1.9,14.21
2021-02-24,TW,Taipei,so2,669,0.3,7.2,2.0,13.20
2021-04-14,TW,Taipei,so2,672,0.2,9.0,1.9,14.54
2021-06-22,TW,Taipei,so2,670,0.3,11.9,2.9,24.91
2021-08-18,TW,Taipei,so2,712,0.3,34.0,1.9,51.40
2021-10-03,TW,Taipei,so2,425,0.2,13.0,1.2,17.73
2021-03-16,TW,Taipei,so2,709,0.3,64.3,2.8,157.07
2021-04-07,TW,Taipei,so2,645,0.2,13.0,2.3,20.95
2021-04-19,TW,Taipei,so2,653,0.3,44.5,2.0,41.72
2021-05-05,TW,Taipei,so2,677,0.2,15.0,2.2,33.52
2021-05-23,TW,Taipei,so2,707,0.2,15.3,2.6,30.24
2021-02-17,TW,Taipei,so2,647,0.3,5.8,2.0,9.99
2021-03-07,TW,Taipei,so2,592,0.2,6.5,1.9,13.97
2021-03-17,TW,Taipei,so2,684,0.3,15.6,2.8,43.25
2021-06-29,TW,Taipei,so2,684,0.3,11.9,2.3,18.00
2021-09-30,TW,Taipei,so2,672,0.2,29.0,1.8,54.80
2021-04-23,TW,Taipei,so2,686,0.3,7.5,2.2,12.27
2021-06-10,TW,Taipei,so2,683,0.2,11.0,2.6,24.62
2021-07-29,TW,Taipei,so2,682,0.2,11.5,1.5,14.94
2021-02-15,TW,Taipei,so2,684,0.3,7.8,2.2,12.10
2021-04-15,TW,Taipei,so2,666,0.2,13.3,2.2,22.68
2021-09-13,TW,Taipei,so2,537,0.2,6.9,1.5,7.20
2021-09-21,TW,Taipei,so2,694,0.2,27.9,1.8,50.66
2021-03-29,TW,Taipei,so2,694,0.6,25.3,3.6,64.15
2021-09-27,TW,Taipei,so2,671,0.2,16.5,1.3,25.36
2021-03-02,TW,Taipei,so2,548,0.2,30.6,1.8,40.82
2021-03-25,TW,Taipei,so2,657,0.2,35.3,2.0,51.73
2021-04-01,TW,Taipei,so2,707,0.5,25.6,3.2,54.31
2021-09-07,TW,Taipei,so2,665,0.2,9.0,1.6,18.63
2021-09-29,TW,Taipei,so2,689,0.2,33.8,1.6,77.68
2021-07-14,TW,Taipei,so2,707,0.2,19.0,1.5,25.77
2021-08-07,TW,Taipei,so2,677,0.2,20.6,1.0,77.92
2021-01-23,TW,Taipei,so2,649,0.3,8.8,2.5,16.70
2021-03-13,TW,Taipei,so2,680,0.2,9.5,2.3,14.80
2021-04-04,TW,Taipei,so2,651,0.2,13.8,1.8,16.03
2021-01-03,TW,Taipei,so2,688,0.3,11.0,2.3,14.78
2021-08-10,TW,Taipei,so2,686,0.2,25.0,1.5,26.71
2021-08-20,TW,Taipei,so2,726,0.2,27.9,2.0,45.14
2021-01-21,TW,Taipei,so2,694,0.5,18.0,2.5,54.50
2021-02-25,TW,Taipei,so2,693,0.3,13.0,2.5,35.75
2021-03-28,TW,Taipei,so2,677,0.3,51.1,2.5,105.63
2021-04-13,TW,Taipei,so2,679,0.2,23.5,2.3,51.30
2021-07-01,TW,Taipei,so2,715,0.3,16.6,2.8,36.18
2021-08-09,TW,Taipei,so2,697,0.2,13.0,1.6,14.34
2021-08-23,TW,Taipei,so2,688,0.2,12.9,2.2,26.08
2021-01-22,TW,Taipei,so2,644,0.3,12.0,2.2,27.83
2021-05-02,TW,Taipei,so2,670,0.2,26.9,2.0,32.40
2021-07-25,TW,Taipei,so2,701,0.2,4.5,1.3,4.94
2021-08-24,TW,Taipei,so2,703,0.2,10.9,1.6,19.53
2021-02-14,TW,Taipei,so2,650,0.2,5.5,2.0,10.94
2021-03-08,TW,Taipei,so2,639,0.2,6.9,1.9,10.58
2021-05-17,TW,Taipei,so2,689,0.3,12.9,3.2,43.74
2021-08-15,TW,Taipei,so2,719,0.2,13.6,1.6,16.68
2021-09-16,TW,Taipei,so2,679,0.2,16.3,1.5,27.81
2021-01-11,TW,Taipei,so2,640,0.5,31.3,2.2,27.92
2021-03-19,TW,Taipei,so2,698,0.5,65.9,3.5,116.31
2021-05-10,TW,Taipei,so2,690,0.6,21.8,3.5,45.71
2021-08-03,TW,Taipei,so2,694,0.2,14.6,1.5,24.08
2021-08-08,TW,Taipei,so2,696,0.2,26.0,1.6,81.71
2021-09-06,TW,Taipei,so2,654,0.2,8.2,1.3,11.94
2021-03-15,TW,Taipei,so2,685,0.2,44.9,3.0,95.60
2021-04-09,TW,Taipei,so2,677,0.2,5.2,1.9,12.43
2021-06-03,TW,Taipei,so2,685,0.2,31.0,2.8,59.62
2021-06-04,TW,Taipei,so2,701,0.3,19.8,2.8,46.89
2021-06-27,TW,Taipei,so2,662,0.3,10.9,2.2,17.43
2021-01-31,TW,Taipei,so2,676,0.5,28.8,2.5,53.99
2021-04-21,TW,Taipei,so2,685,0.3,6.3,2.2,12.68
2021-05-03,TW,Taipei,so2,685,0.2,13.8,2.0,27.00
2021-05-13,TW,Taipei,so2,641,0.5,59.1,3.3,197.72
2021-05-19,TW,Taipei,so2,701,0.2,20.6,2.6,52.25
2021-06-07,TW,Taipei,so2,677,0.2,17.3,2.8,35.07
2021-01-28,TW,Taipei,so2,670,0.2,11.5,2.2,14.01
2021-04-03,TW,Taipei,so2,714,0.2,37.8,2.5,83.58
2021-04-16,TW,Taipei,so2,698,0.2,16.3,2.3,28.11
2021-05-14,TW,Taipei,so2,653,0.5,31.9,3.2,78.23
2021-06-21,TW,Taipei,so2,691,0.3,15.0,2.5,23.18
2021-03-23,TW,Taipei,so2,650,0.3,14.6,2.0,36.08
2021-04-18,TW,Taipei,so2,686,0.6,11.3,2.2,11.53
2021-05-07,TW,Taipei,so2,700,0.3,39.3,2.8,66.57
2021-05-21,TW,Taipei,so2,713,0.2,14.2,2.9,31.98
2021-05-29,TW,Taipei,so2,538,0.2,14.0,3.2,37.14
2021-05-31,TW,Taipei,so2,693,0.2,12.2,2.3,19.71
2021-08-06,TW,Taipei,so2,678,0.2,13.8,1.6,35.09
2021-08-30,TW,Taipei,so2,684,0.2,7.5,1.2,8.67
2021-09-14,TW,Taipei,so2,683,0.2,12.8,1.6,15.88
2021-01-18,TW,Taipei,so2,667,0.6,11.6,2.0,14.42
2021-01-26,TW,Taipei,so2,688,0.2,25.9,2.3,39.75
2021-04-17,TW,Taipei,so2,690,0.2,17.6,2.0,23.75
2021-07-22,TW,Taipei,so2,612,0.2,15.0,0.9,22.61
2021-07-27,TW,Taipei,so2,710,0.2,16.6,1.5,36.70
2021-08-17,TW,Taipei,so2,701,0.2,16.8,1.8,26.27
2021-09-11,TW,Taipei,so2,653,0.2,4.8,1.2,6.40
2021-09-05,TW,Taipei,so2,643,0.2,14.3,1.2,11.97
2021-02-09,TW,Taipei,so2,663,0.2,10.8,2.3,14.70
2021-06-08,TW,Taipei,so2,682,0.3,17.3,3.0,43.19
2021-06-20,TW,Taipei,so2,678,0.5,28.9,2.6,32.92
2021-07-28,TW,Taipei,so2,692,0.3,17.5,1.6,21.32
2021-01-15,TW,Taipei,so2,694,0.2,17.2,3.5,60.04
2021-01-16,TW,Taipei,so2,657,0.5,9.6,2.2,16.37
2021-07-10,TW,Taipei,so2,733,0.2,14.2,2.3,42.44
2021-01-05,TW,Taipei,so2,601,0.3,5.8,1.9,14.02
2021-05-06,TW,Taipei,so2,690,0.3,23.8,2.8,31.96
2021-07-02,TW,Taipei,so2,702,0.3,19.2,2.9,40.76
2021-08-05,TW,Taipei,so2,672,0.2,18.5,1.5,37.92
2021-02-11,TW,Taipei,so2,689,0.3,12.8,2.5,16.35
2021-06-05,TW,Taipei,so2,613,0.2,13.6,1.9,28.31
2021-06-14,TW,Taipei,so2,712,0.3,15.6,3.3,34.27
2021-06-16,TW,Taipei,so2,695,0.3,23.5,2.6,33.83
2021-07-16,TW,Taipei,so2,695,0.2,7.0,1.2,10.42
2021-09-03,TW,Taipei,so2,684,0.2,23.3,1.6,30.07
2021-09-25,TW,Taipei,so2,685,0.2,9.5,1.2,10.62
2021-09-26,TW,Taipei,so2,663,0.2,11.2,1.5,12.31
2021-01-29,TW,Taipei,so2,662,0.5,7.8,2.0,9.44
2021-04-02,TW,Taipei,so2,722,0.3,56.7,3.0,79.70
2021-06-01,TW,Taipei,so2,683,0.3,18.9,2.6,43.80
2021-07-20,TW,Taipei,so2,678,0.2,9.0,1.3,28.18
2021-08-22,TW,Taipei,so2,736,0.2,11.5,2.0,20.40
2021-01-19,TW,Taipei,so2,638,0.5,9.2,2.2,20.30
2021-01-20,TW,Taipei,so2,678,0.5,14.6,2.0,13.96
2021-01-25,TW,Taipei,so2,692,0.6,24.5,2.3,26.74
2021-03-26,TW,Taipei,so2,692,0.6,14.0,3.0,34.35
2021-05-25,TW,Taipei,so2,466,0.8,12.5,3.5,22.89
2021-06-12,TW,Taipei,so2,717,0.3,28.9,2.8,74.21
2021-09-10,TW,Taipei,so2,680,0.2,17.3,1.3,20.69
2021-02-05,TW,Taipei,so2,692,0.3,46.2,2.5,86.48
2021-08-25,TW,Taipei,so2,671,0.2,25.0,1.5,30.91
2021-02-02,TW,Taipei,so2,668,0.2,21.2,2.3,47.45
2021-03-03,TW,Taipei,so2,621,0.5,7.0,2.0,14.86
2021-04-20,TW,Taipei,so2,673,0.3,9.5,2.0,14.56
2021-07-19,TW,Taipei,so2,669,0.2,7.8,1.0,16.69
2021-01-02,TW,Taipei,so2,662,0.6,5.3,1.9,10.41
2021-04-24,TW,Taipei,so2,690,0.3,14.0,2.3,25.01
2021-09-17,TW,Taipei,so2,641,0.2,14.3,1.6,27.23
2021-03-04,TW,Taipei,so2,593,0.3,9.5,2.5,33.03
2021-04-25,TW,Taipei,so2,696,0.2,8.5,2.0,17.64
2021-06-18,TW,Taipei,so2,699,0.5,45.6,2.8,141.90
2021-06-24,TW,Taipei,so2,666,0.2,13.0,2.3,26.00
2021-09-02,TW,Taipei,so2,662,0.2,11.6,1.5,21.78
2021-02-01,TW,Taipei,so2,710,0.6,29.8,3.6,73.98
2021-02-07,TW,Taipei,so2,714,0.3,10.8,2.6,23.01
2021-09-09,TW,Taipei,so2,659,0.2,16.2,1.3,17.98
2021-09-28,TW,Taipei,so2,666,0.2,16.8,1.3,24.79
2021-05-16,TW,Taipei,so2,724,0.3,18.2,3.0,28.94
2021-08-27,TW,Taipei,so2,674,0.2,22.5,1.5,25.21
2021-06-02,TW,Taipei,so2,665,0.3,16.9,2.8,28.89
2021-07-05,TW,Taipei,so2,691,0.2,7.8,2.2,18.32
2021-02-13,TW,Taipei,so2,666,0.2,5.5,2.3,9.86
2021-02-21,TW,Taipei,so2,717,0.5,23.2,3.2,36.06
2021-03-12,TW,Taipei,so2,619,0.2,12.2,2.2,34.23
2021-05-30,TW,Taipei,so2,670,0.2,15.5,2.5,32.02
2021-06-17,TW,Taipei,so2,724,0.5,24.6,2.6,27.34
2021-07-21,TW,Taipei,so2,678,0.2,13.6,1.0,34.41
2021-07-23,TW,Taipei,so2,627,0.2,3.3,0.9,3.49
2021-04-28,TW,Taipei,so2,652,0.2,13.9,2.2,25.69
2021-07-30,TW,Taipei,so2,697,0.2,19.8,1.5,25.34
2021-04-06,TW,Taipei,so2,685,0.2,13.3,2.3,23.48
2021-04-08,TW,Taipei,so2,690,0.2,15.3,2.5,33.75
2021-06-25,TW,Taipei,so2,644,0.3,15.3,2.5,32.50
2021-06-28,TW,Taipei,so2,646,0.3,8.3,2.5,16.28
2021-08-02,TW,Taipei,so2,693,0.2,10.8,1.5,19.15
2021-09-12,TW,Taipei,so2,650,0.2,7.5,1.2,5.69
2021-02-18,TW,Taipei,so2,680,0.3,11.8,2.2,18.56
2021-03-06,TW,Taipei,so2,680,0.2,7.0,2.2,17.79
2021-07-09,TW,Taipei,so2,718,0.2,20.6,2.3,99.41
2021-07-12,TW,Taipei,so2,703,0.2,15.8,1.6,51.68
2021-06-19,TW,Taipei,so2,697,0.5,69.1,2.5,125.50
2021-07-17,TW,Taipei,so2,683,0.2,9.2,1.0,14.13
2021-08-11,TW,Taipei,so2,710,0.2,16.2,1.9,43.24
2021-09-24,TW,Taipei,so2,653,0.2,17.2,1.3,19.17
2021-05-24,TW,Taipei,so2,597,0.2,19.2,2.9,36.58
2021-09-08,TW,Taipei,so2,609,0.2,9.6,1.3,26.36
2021-10-01,TW,Taipei,so2,672,0.2,23.9,1.6,54.63
2021-01-06,TW,Taipei,so2,688,0.3,7.8,2.3,11.28
2021-02-03,TW,Taipei,so2,677,0.3,8.9,2.5,16.58
2021-03-24,TW,Taipei,so2,679,0.2,32.9,2.5,41.26
2021-04-22,TW,Taipei,so2,642,0.2,18.6,2.0,32.11
2021-07-11,TW,Taipei,so2,713,0.2,16.0,1.9,26.32
2021-01-07,TW,Taipei,so2,648,0.6,6.5,2.2,12.02
2021-03-20,TW,Taipei,so2,694,0.5,43.6,2.9,72.90
2021-03-27,TW,Taipei,so2,709,0.3,25.9,3.2,86.50
2021-03-30,TW,Taipei,so2,708,0.3,11.2,3.0,40.42
2021-05-18,TW,Taipei,so2,695,0.2,19.2,2.9,29.78
2021-07-08,TW,Taipei,so2,724,0.2,22.6,1.9,46.87
2021-09-01,TW,Taipei,so2,661,0.2,16.6,1.3,15.25
2021-01-27,TW,Taipei,so2,665,0.2,6.5,1.9,10.11
2021-05-20,TW,Taipei,so2,680,0.2,30.2,3.2,68.94
2021-07-04,TW,Taipei,so2,716,0.2,9.5,2.6,23.78
2021-08-01,TW,Taipei,so2,678,0.2,14.3,1.3,29.02
2021-08-19,TW,Taipei,so2,720,0.2,17.6,1.5,31.20
2021-02-22,TW,Taipei,so2,701,0.5,21.2,2.8,27.21
2021-08-12,TW,Taipei,so2,703,0.2,16.3,1.5,27.54
2021-02-08,TW,Taipei,so2,675,0.3,9.0,2.0,12.93
2021-02-27,TW,Taipei,so2,615,0.3,4.6,1.8,10.56
2021-03-09,TW,Taipei,so2,661,0.3,8.8,2.3,17.71
2021-05-04,TW,Taipei,so2,690,0.5,32.5,3.0,50.83
2021-05-11,TW,Taipei,so2,689,0.2,50.4,3.6,142.84
2021-05-26,TW,Taipei,so2,470,0.8,19.3,4.0,56.94
2021-01-10,TW,Taipei,so2,613,0.8,11.8,2.0,23.38
2021-05-12,TW,Taipei,so2,675,0.6,22.8,3.5,64.07
2021-05-22,TW,Taipei,so2,667,0.2,9.8,2.6,23.33
2021-07-26,TW,Taipei,so2,683,0.2,6.5,1.2,8.68
2021-08-26,TW,Taipei,so2,651,0.2,18.6,1.3,32.07
2021-01-04,TW,Taipei,so2,640,0.3,8.3,2.2,22.13
2021-04-26,TW,Taipei,so2,692,0.3,10.6,2.0,13.47
2021-06-09,TW,Taipei,so2,699,0.3,18.6,2.6,37.19
2021-07-03,TW,Taipei,so2,719,0.3,24.2,2.9,38.49
2021-07-06,TW,Taipei,so2,691,0.3,9.5,1.9,26.77
2021-09-18,TW,Taipei,so2,678,0.2,16.5,1.3,18.07
2021-09-22,TW,Taipei,so2,704,0.2,23.9,2.2,56.00
2021-02-16,TW,Taipei,so2,677,0.5,11.5,2.3,21.91
2021-03-22,TW,Taipei,so2,656,0.3,17.8,2.3,29.37
2021-04-12,TW,Taipei,so2,689,0.3,57.2,2.8,83.29
2021-06-23,TW,Taipei,so2,694,0.5,11.8,2.5,22.13
2021-07-15,TW,Taipei,so2,677,0.2,16.5,1.2,12.54
2021-07-24,TW,Taipei,so2,656,0.2,4.8,1.2,6.35
2021-08-31,TW,Taipei,so2,687,0.2,29.6,1.2,22.38
2021-02-20,TW,Taipei,so2,720,0.5,23.3,3.0,87.98
2021-07-13,TW,Taipei,so2,713,0.2,16.5,1.6,28.31
2021-07-31,TW,Taipei,so2,643,0.2,8.2,1.2,20.34
2020-12-28,TW,Taipei,so2,651,0.3,8.8,2.0,15.82
2020-12-30,TW,Taipei,so2,579,0.2,6.9,1.9,10.83
2021-01-09,TW,Taipei,so2,653,0.2,10.9,2.2,14.74
2021-02-12,TW,Taipei,so2,672,0.3,5.5,2.2,11.34
2021-03-10,TW,Taipei,so2,646,0.3,6.0,1.9,13.14
2021-08-04,TW,Taipei,so2,654,0.2,21.0,1.3,26.60
2021-07-07,TW,Taipei,so2,694,0.2,18.6,1.8,54.87
2021-01-14,TW,Taipei,so2,666,0.2,28.5,2.5,53.79
2021-02-06,TW,Taipei,so2,726,0.5,55.7,3.0,134.40
2021-02-19,TW,Taipei,so2,686,0.3,17.9,2.5,63.89
2021-03-18,TW,Taipei,so2,695,0.3,24.6,3.2,64.49
2021-04-11,TW,Taipei,so2,663,0.2,22.8,2.2,30.50
2021-05-28,TW,Taipei,so2,469,0.8,17.5,3.8,24.06
2021-06-15,TW,Taipei,so2,712,0.5,11.6,2.8,28.42
2021-09-04,TW,Taipei,so2,652,0.2,11.2,1.5,14.01
2021-02-28,TW,Taipei,so2,669,0.3,7.9,2.0,15.76
2021-06-26,TW,Taipei,so2,653,0.2,9.3,2.2,18.65
2020-12-29,TW,Taipei,so2,704,0.3,20.2,2.9,55.67
2021-01-30,TW,Taipei,so2,674,0.5,15.9,1.9,14.67
2021-02-04,TW,Taipei,so2,680,0.2,19.5,2.3,38.51
2021-09-20,TW,Taipei,so2,700,0.2,20.9,1.8,32.61
2021-10-02,TW,Taipei,so2,673,0.2,27.2,1.5,61.58
2021-06-06,TW,Taipei,so2,665,0.2,9.9,2.2,19.84
2020-12-31,TW,Taipei,so2,652,0.2,7.2,2.2,9.03
2021-01-12,TW,Taipei,so2,690,0.2,12.0,3.0,24.36
2021-03-11,TW,Taipei,so2,667,0.2,10.6,2.6,32.28
2021-03-31,TW,Taipei,so2,709,0.3,25.0,3.5,64.22
2021-04-10,TW,Taipei,so2,698,0.3,10.5,2.2,10.05
2021-04-27,TW,Taipei,so2,696,0.2,22.0,2.3,30.74
2021-04-30,TW,Taipei,so2,687,0.2,29.3,2.9,78.22
2021-09-15,TW,Taipei,so2,672,0.2,20.9,1.5,27.04
2021-01-01,TW,Taipei,so2,654,0.2,17.2,2.0,15.82
2021-01-24,TW,Taipei,so2,651,0.3,10.0,2.0,10.82
2021-06-13,TW,Taipei,so2,686,0.3,26.6,2.8,80.19
2021-08-14,TW,Taipei,so2,696,0.2,14.3,1.6,19.68
2021-03-01,TW,Taipei,so2,721,0.3,9.6,2.9,29.96
2021-05-09,TW,Taipei,so2,682,0.2,47.2,2.8,67.14
2021-07-18,TW,Taipei,so2,677,0.2,12.0,1.3,18.15
2021-08-29,TW,Taipei,so2,690,0.2,13.8,1.2,18.09
2021-09-19,TW,Taipei,so2,695,0.2,13.6,1.5,15.19
2021-02-26,TW,Taipei,so2,673,0.3,34.6,2.5,48.56
2021-03-05,TW,Taipei,so2,605,0.3,8.6,2.2,18.82
2021-03-21,TW,Taipei,so2,661,0.2,13.6,1.8,12.36
2021-01-08,TW,Taipei,so2,596,0.2,31.5,2.0,120.27
2021-02-10,TW,Taipei,so2,640,0.3,15.3,2.0,36.56
2021-08-13,TW,Taipei,so2,684,0.2,21.3,1.3,20.72
2021-07-06,TW,Taipei,pm25,508,5.0,158.0,50.0,4185.81
2021-01-01,TW,Taipei,pm25,724,21.0,82.0,53.0,830.73
2021-01-02,TW,Taipei,pm25,736,13.0,144.0,50.0,1196.63
2021-05-03,TW,Taipei,pm25,729,9.0,93.0,42.0,2261.32
2021-05-20,TW,Taipei,pm25,692,13.0,95.0,57.0,1560.60
2021-06-05,TW,Taipei,pm25,459,5.0,61.0,21.0,1488.70
2021-05-19,TW,Taipei,pm25,728,5.0,129.0,61.0,2329.53
2021-05-22,TW,Taipei,pm25,723,17.0,82.0,53.0,816.39
2021-09-09,TW,Taipei,pm25,322,5.0,85.0,25.0,2152.61
2020-12-29,TW,Taipei,pm25,724,13.0,153.0,61.0,3447.09
2021-01-28,TW,Taipei,pm25,735,9.0,99.0,55.0,2904.13
2021-03-03,TW,Taipei,pm25,727,9.0,99.0,53.0,1823.39
2021-03-09,TW,Taipei,pm25,707,5.0,93.0,57.0,2152.39
2021-05-05,TW,Taipei,pm25,713,5.0,112.0,63.0,3464.41
2021-01-25,TW,Taipei,pm25,735,42.0,124.0,74.0,1331.23
2021-02-13,TW,Taipei,pm25,707,5.0,132.0,34.0,3423.73
2021-07-27,TW,Taipei,pm25,724,13.0,102.0,50.0,1726.28
2021-01-18,TW,Taipei,pm25,728,30.0,139.0,65.0,1217.49
2021-02-15,TW,Taipei,pm25,743,17.0,183.0,63.0,3321.39
2021-07-30,TW,Taipei,pm25,715,17.0,82.0,53.0,1275.88
2021-09-23,TW,Taipei,pm25,504,5.0,104.0,34.0,2284.29
2021-02-14,TW,Taipei,pm25,723,5.0,151.0,61.0,6253.57
2021-07-16,TW,Taipei,pm25,348,5.0,80.0,25.0,2253.91
2021-08-22,TW,Taipei,pm25,719,5.0,102.0,55.0,2693.46
2021-09-20,TW,Taipei,pm25,717,5.0,107.0,59.0,2517.42
2021-09-26,TW,Taipei,pm25,683,17.0,82.0,53.0,757.95
2021-06-16,TW,Taipei,pm25,730,5.0,163.0,34.0,1790.65
2021-08-10,TW,Taipei,pm25,697,5.0,117.0,46.0,1937.96
2021-09-05,TW,Taipei,pm25,335,5.0,152.0,25.0,1846.88
2021-02-18,TW,Taipei,pm25,719,21.0,153.0,72.0,3228.77
2021-03-12,TW,Taipei,pm25,716,13.0,163.0,78.0,10156.80
2021-04-22,TW,Taipei,pm25,624,5.0,78.0,25.0,2453.94
2021-05-21,TW,Taipei,pm25,721,21.0,85.0,55.0,1218.66
2021-06-03,TW,Taipei,pm25,670,5.0,119.0,42.0,2664.76
2021-01-21,TW,Taipei,pm25,729,5.0,139.0,46.0,4513.07
2021-03-17,TW,Taipei,pm25,733,13.0,158.0,80.0,4025.48
2021-03-25,TW,Taipei,pm25,732,13.0,117.0,65.0,1816.89
2021-09-29,TW,Taipei,pm25,692,13.0,80.0,50.0,1423.06
2021-07-01,TW,Taipei,pm25,726,13.0,85.0,46.0,1300.20
2021-09-13,TW,Taipei,pm25,413,5.0,85.0,46.0,1858.70
2021-09-21,TW,Taipei,pm25,710,5.0,87.0,57.0,1625.10
2021-01-20,TW,Taipei,pm25,723,5.0,82.0,38.0,2195.30
2021-02-12,TW,Taipei,pm25,711,5.0,157.0,34.0,3383.80
2021-08-19,TW,Taipei,pm25,710,5.0,157.0,50.0,3644.61
2021-08-27,TW,Taipei,pm25,557,5.0,89.0,42.0,3181.74
2021-03-30,TW,Taipei,pm25,735,21.0,166.0,85.0,11504.90
2021-04-19,TW,Taipei,pm25,721,21.0,89.0,55.0,1118.54
2021-04-30,TW,Taipei,pm25,743,5.0,132.0,63.0,4183.09
2021-05-14,TW,Taipei,pm25,695,13.0,163.0,63.0,2667.91
2021-07-25,TW,Taipei,pm25,659,9.0,87.0,42.0,2194.19
2021-06-12,TW,Taipei,pm25,667,5.0,139.0,50.0,1722.64
2021-01-04,TW,Taipei,pm25,701,5.0,72.0,30.0,1946.91
2021-01-15,TW,Taipei,pm25,735,13.0,157.0,68.0,6453.08
2021-02-03,TW,Taipei,pm25,734,30.0,119.0,61.0,1219.69
2021-04-12,TW,Taipei,pm25,731,13.0,142.0,78.0,4200.01
